Id,Symbol,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink
"351","AMD","Advanced Micro Devices, Inc.",,"NMS","TFSA","USD","9","105.9799","9.95","2023-10-13 GMT+0200","17:30:00","1.36838","Buy",,,,
"352","AMD","Advanced Micro Devices, Inc.",,"NMS","TFSA","USD","0","98.82","9.95","2025-05-02 GMT+0200","16:37:00","0","Sell All","FIFO",,,

"353","CM","Canadian Imperial Bank of Comme",,"NYQ","TFSA","USD",,,,,,,,,,,

"354","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD",,,,,,,,,,,
"355","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","42","73.53","9.95","2024-04-19 GMT+0200","19:43:00","1.37693","Buy",,,,
"356","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","11.11","0","0","2024-07-03 GMT+0200","16:36:00","0","Dividend","FIFO",,,
"357","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","10.93","0","0","2024-10-02 GMT+0200","20:41:00","0","Dividend","FIFO",,,
"358","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","5.31","0","0","2024-12-31 GMT+0200","16:14:00","0","Dividend","FIFO",,,
"359","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","11.33","0","0","2025-04-01 GMT+0200","20:01:00","0","Dividend","FIFO",,,
"360","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","16.14","0","0","2025-09-30 GMT+0200","21:36:00",,"Dividend","FIFO",,,
"361","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","2","1","0","2025-11-20 GMT+0200","17:03:00","0","Split",,,,
"362","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","13.94","0","0","2025-12-31 GMT+0200","22:28:00",,"Dividend","FIFO",,,
"363","UDOW","ProShares UltraPro Dow30",,"PCX","TFSA","USD","15.54","0","0","2825-07-02 GMT+0200","21:45:00",,"Dividend","FIFO",,,

"364","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD",,,,,,,,,,,
"365","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","45","65.49","9.95","2024-04-19 GMT+0200","19:49:00","0","Buy",,,,
"366","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","40.5","0","0","2024-07-30 GMT+0200","03:44:00","0","Dividend","FIFO",,,
"367","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","40.5","0","0","2024-10-28 GMT+0200","15:54:00","0","Dividend","FIFO",,,
"368","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","43.65","0","0","2025-01-28 GMT+0200","16:54:00","0","Dividend","FIFO",,,
"369","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","43.65","0","0","2025-04-28 GMT+0200","20:00:00","0","Dividend","FIFO",,,
"370","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","43.65","0","0","2025-07-28 GMT+0200","21:43:00",,"Dividend","FIFO",,,
"371","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","43.65","0","0","2025-10-25 GMT+0200","21:34:00",,"Dividend","FIFO",,,
"372","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","TFSA","CAD","48.15","0","0","2026-01-28 GMT+0200","22:26:00",,"Dividend","FIFO",,,

"373","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD",,,,,,,,,,,
"374","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","180","22.4044","9.95","2024-07-04 GMT+0200","16:35:00","0","Buy",,,,
"375","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","95.65","0","0","2024-09-27 GMT+0200","20:44:00","0","Dividend","FIFO",,,
"376","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","100.44","0","0","2024-12-31 GMT+0200","16:18:00","0","Dividend","FIFO",,,
"377","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","140","21.29","9.95","2025-01-07 GMT+0200","21:20:00","0","Buy",,,,
"378","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","196.64","0","0","2025-03-31 GMT+0200","18:20:00","0","Dividend","FIFO",,,
"379","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","81","0","0","2025-04-17 GMT+0200","17:23:00","0","Dividend","FIFO",,,
"380","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","181.41","0","0","2025-06-30 GMT+0200","21:46:00",,"Dividend","FIFO",,,
"381","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","166.62","0","0","2025-09-29 GMT+0200","21:38:00",,"Dividend","FIFO",,,
"382","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","TFSA","CAD","242.21","0","0","2025-12-31 GMT+0200","22:27:00",,"Dividend","FIFO",,,

"383","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD",,,,,,,,,,,
"384","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD","23","176.42","9.95","2025-01-27 GMT+0200","21:17:00","1.43851","Buy",,,,
"385","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD","9.65","0","0","2025-04-01 GMT+0200","20:02:00","0","Dividend","FIFO",,,
"386","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD","11.21","0","0","2025-07-02 GMT+0200","21:45:00",,"Dividend","FIFO",,,
"387","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD","5.54","0","0","2025-09-30 GMT+0200","21:37:00",,"Dividend","FIFO",,,
"388","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","TFSA","USD","3.36","0","0","2025-12-31 GMT+0200","22:28:00",,"Dividend","FIFO",,,

"389","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","TFSA","USD",,,,,,,,,,,
"390","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","TFSA","USD","10","260.54","9.95","2022-10-31 GMT+0200","19:00:00","1.36081","Buy",,,,
"391","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","TFSA","USD","7","127.699","9.95","2023-05-19 GMT+0200","19:03:00","1.34977","Buy",,,,
"392","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","TFSA","USD","5","501.99","9.95","2024-07-11 GMT+0200","19:04:00","1.36172","Buy",,,,
"393","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","TFSA","USD","0","434.13","0","2025-05-16 GMT+0200","16:23:00","0","Sell All","FIFO",,,

"394","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD",,,,,,,,,,,
"395","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","133","29.7","9.95","2025-05-05 GMT+0200","16:21:00","0","Buy",,,,
"396","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","13.3","0","0","2025-06-04 GMT+0200","17:15:00","0","Dividend","FIFO",,,
"397","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","13.3","0","0","2025-07-03 GMT+0200","21:43:00",,"Dividend","FIFO",,,
"398","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","19.95","0","0","2025-08-05 GMT+0200","21:42:00",,"Dividend","FIFO",,,
"399","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","19.95","0","0","2025-09-03 GMT+0200","21:40:00",,"Dividend","FIFO",,,
"400","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","19.95","0","0","2025-10-02 GMT+0200","21:34:00",,"Dividend","FIFO",,,
"401","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","19.95","0","0","2025-11-04 GMT+0200","22:33:00",,"Dividend","FIFO",,,
"402","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","22.61","0","0","2025-12-02 GMT+0200","22:30:00",,"Dividend","FIFO",,,
"403","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","22.61","0","0","2026-01-05 GMT+0200","22:26:00",,"Dividend","FIFO",,,
"404","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","22.61","0","0","2026-02-03 GMT+0200","22:26:00",,"Dividend","FIFO",,,
"405","BRKY.NE","Berkshire Hathaway (brk) Yield ",,"NEO","TFSA","CAD","133","25.07","9.95","2026-04-28 GMT+0200","20:08:00",,"Sell","FIFO",,,

"406","FNGB","Bank Of Montreal MicroSectors F",,"PCX","TFSA","USD",,,,,,,,,,,

"407","AVGO","Broadcom Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
"408","AVGO","Broadcom Inc.",,"NMS","TFSA","USD","8","397.98","9.95","2026-04-29 GMT+0200","18:26:00",,"Buy",,,,

"409","BCE.TO","Bce Inc.",,"TOR","Investment","CAD",,,,,,,,,,,
"410","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","15","65.75","9.95","2021-09-03 GMT+0200","21:23:00",,"Buy",,,,
"411","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.13","0","0","2021-10-18 GMT+0200","16:08:00",,"Dividend","FIFO",,,
"412","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.13","0","0","2022-01-17 GMT+0200","21:19:00",,"Dividend","FIFO",,,
"413","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.8","0","0","2022-04-18 GMT+0200","15:46:00",,"Dividend","FIFO",,,
"414","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.8","0","0","2022-07-15 GMT+0200","15:48:00",,"Dividend","FIFO",,,
"415","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.8","0","0","2022-10-17 GMT+0200","06:58:00","0","Dividend","FIFO",,,
"416","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","13.8","0","0","2023-01-16 GMT+0200","18:44:00","0","Dividend","FIFO",,,
"417","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.51","0","0","2023-04-17 GMT+0200","23:17:00","0","Dividend","FIFO",,,
"418","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.51","0","0","2023-07-17 GMT+0200","15:35:00","0","Dividend","FIFO",,,
"419","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.51","0","0","2023-10-16 GMT+0200","21:51:00","0","Dividend","FIFO",,,
"420","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.51","0","0","2024-01-15 GMT+0200","22:02:00","0","Dividend","FIFO",,,
"421","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.96","0","0","2024-04-15 GMT+0200","21:43:00","0","Dividend","FIFO",,,
"422","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","14.96","0","0","2024-07-15 GMT+0200","18:16:00","0","Dividend","FIFO",,,
"423","BCE.TO","Bce Inc.",,"TOR","Investment","CAD","0","46.83","9.95","2024-08-05 GMT+0200","22:43:00","0","Sell All","FIFO",,,

"424","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD",,,,,,,,,,,
"425","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","5","201.43","9.95","2021-09-03 GMT+0200","21:23:00","0","Buy",,,,
"426","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","3.3","0","0","2021-10-08 GMT+0200","22:21:00",,"Dividend","FIFO",,,
"427","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","3.3","0","0","2022-01-14 GMT+0200","16:57:00",,"Dividend","FIFO",,,
"428","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.55","0","0","2022-04-08 GMT+0200","15:45:00",,"Dividend","FIFO",,,
"429","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.55","0","0","2022-07-08 GMT+0200","15:49:00",,"Dividend","FIFO",,,
"430","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.55","0","0","2022-10-14 GMT+0200","06:59:00","0","Dividend","FIFO",,,
"431","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.55","0","0","2023-01-13 GMT+0200","18:44:00","0","Dividend","FIFO",,,
"432","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.8","0","0","2023-04-14 GMT+0200","23:17:00","0","Dividend","FIFO",,,
"433","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.8","0","0","2023-07-14 GMT+0200","15:35:00","0","Dividend","FIFO",,,
"434","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.8","0","0","2023-10-13 GMT+0200","21:50:00","0","Dividend","FIFO",,,
"435","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","4.8","0","0","2024-01-12 GMT+0200","22:02:00","0","Dividend","FIFO",,,
"436","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","5.85","0","0","2024-04-12 GMT+0200","21:44:00","0","Dividend","FIFO",,,
"437","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","5.85","0","0","2024-07-12 GMT+0200","18:15:00","0","Dividend","FIFO",,,
"438","GSY.TO","Goeasy Ltd",,"TOR","Investment","CAD","0","189.57","9.95","2024-08-05 GMT+0200","22:43:00","0","Sell All","FIFO",,,

"439","SHOP.TO","Shopify Inc",,"TOR","Investment","CAD",,,,,,,,,,,
"440","SHOP.TO","Shopify Inc",,"TOR","Investment","CAD","1","1945.86","9.95","2021-09-03 GMT+0200","21:23:00",,"Buy",,,,
"441","SHOP.TO","Shopify Inc",,"TOR","Investment","CAD","1","909.15","9.95","2022-02-17 GMT+0200","16:57:00",,"Sell","FIFO",,,

"442","AMZN","Amazon.com, Inc.",,"NMS","Investment","USD",,,,,,,,,,,
"443","AMZN","Amazon.com, Inc.",,"NMS","Investment","USD","1","3468.88","9.95","2021-09-03 GMT+0200","21:24:00","1.25471","Buy",,,,
"444","AMZN","Amazon.com, Inc.",,"NMS","Investment","USD","20","1","0","2022-06-06 GMT+0200","22:50:00",,"Split",,,,
"445","AMZN","Amazon.com, Inc.",,"NMS","Investment","USD","0","164.295","9.95","2024-08-05 GMT+0200","22:43:00","1.38831","Sell All","FIFO",,,

"446","NKE","Nike, Inc.",,"NYQ","Investment","USD",,,,,,,,,,,
"447","NKE","Nike, Inc.",,"NYQ","Investment","USD","7","163.5099","9.95","2021-09-03 GMT+0200","21:24:00","1.25526","Buy",,,,
"448","NKE","Nike, Inc.",,"NYQ","Investment","USD","1.82","0","0","2021-12-29 GMT+0200","17:29:00","1.5","Dividend","FIFO",,,
"449","NKE","Nike, Inc.",,"NYQ","Investment","USD","1.82","0","0","2022-04-01 GMT+0200","15:45:00","1.46703","Dividend","FIFO",,,
"450","NKE","Nike, Inc.",,"NYQ","Investment","USD","1.82","0","0","2022-07-04 GMT+0200","15:49:00","1.46703","Dividend","FIFO",,,
"451","NKE","Nike, Inc.",,"NYQ","Investment","USD","1.82","0","0","2022-10-03 GMT+0200","06:59:00","1.51099","Dividend","FIFO",,,
"452","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.03","0","0","2022-12-28 GMT+0200","18:45:00","1.44828","Dividend","FIFO",,,
"453","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.03","0","0","2023-04-03 GMT+0200","16:16:00","1.58621","Dividend","FIFO",,,
"454","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.03","0","0","2023-07-05 GMT+0200","18:36:00","1.58128","Dividend","FIFO",,,
"455","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.03","0","0","2023-10-02 GMT+0200","21:50:00","1.55172","Dividend","FIFO",,,
"456","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.21","0","0","2024-01-02 GMT+0200","17:58:00","1.46154","Dividend","FIFO",,,
"457","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.21","0","0","2024-04-01 GMT+0200","16:32:00","1.58371","Dividend","FIFO",,,
"458","NKE","Nike, Inc.",,"NYQ","Investment","USD","2.21","0","0","2024-07-02 GMT+0200","18:14:00","1.60181","Dividend","FIFO",,,
"459","NKE","Nike, Inc.",,"NYQ","Investment","USD","7","72.85","9.95","2024-08-05 GMT+0200","22:41:00","1.3883","Sell","FIFO",,,

"460","LYV","Live Nation Entertainment, Inc.",,"NYQ","Investment","USD",,,,,,,,,,,
"461","LYV","Live Nation Entertainment, Inc.",,"NYQ","Investment","USD","11","85.8599","9.95","2021-09-03 GMT+0200","21:25:00","1.25526","Buy",,,,

"462","CAD=CASH","CAD",,,"Investment","CAD",,,,,,,,,,,
"463","CAD=CASH","CAD",,,"Investment","CAD","58.99","0","0","2026-03-03 GMT+0200","09:20:00",,"Buy",,,,

"464","USD=CASH","USD",,,"Investment","USD",,,,,,,,,,,
"465","USD=CASH","USD",,,"Investment","USD","57.39","0","0","2026-03-03 GMT+0200","08:25:00",,"Buy",,,,

"466","SQ","Block, Inc.",,"NYQ","Investment","USD",,,,,,,,,,,
"467","SQ","Block, Inc.",,"NYQ","Investment","USD","4","270.1172","9.95","2021-09-03 GMT+0200","21:37:00","1.25526","Buy",,,,
"468","SQ","Block, Inc.",,"NYQ","Investment","USD","4","108.6608","9.95","2022-02-17 GMT+0200","16:57:00","1.26962","Sell","FIFO",,,

"469","V","Visa Inc.",,"NYQ","Investment","USD",,,,,,,,,,,
"470","V","Visa Inc.",,"NYQ","Investment","USD","4","225.69","9.95","2021-09-03 GMT+0200","16:08:00","1.25526","Buy",,,,
"471","V","Visa Inc.",,"NYQ","Investment","USD","1.28","0","0","2021-12-07 GMT+0200","17:57:00",,"Dividend","FIFO",,,
"472","V","Visa Inc.",,"NYQ","Investment","USD","1.28","0","0","2022-03-01 GMT+0200","17:38:00",,"Dividend","FIFO",,,
"473","V","Visa Inc.",,"NYQ","Investment","USD","1.28","0","0","2022-06-01 GMT+0200","15:52:00",,"Dividend","FIFO",,,
"474","V","Visa Inc.",,"NYQ","Investment","USD","1.28","0","0","2022-09-01 GMT+0200","07:01:00","0","Dividend","FIFO",,,
"475","V","Visa Inc.",,"NYQ","Investment","USD","1.53","0","0","2022-12-02 GMT+0200","07:58:00","0","Dividend","FIFO",,,
"476","V","Visa Inc.",,"NYQ","Investment","USD","1.53","0","0","2023-03-02 GMT+0200","04:01:00","0","Dividend","FIFO",,,
"477","V","Visa Inc.",,"NYQ","Investment","USD","1.53","0","0","2023-06-01 GMT+0200","15:12:00","0","Dividend","FIFO",,,
"478","V","Visa Inc.",,"NYQ","Investment","USD","1.53","0","0","2023-09-01 GMT+0200","16:03:00","0","Dividend","FIFO",,,
"479","V","Visa Inc.",,"NYQ","Investment","USD","1.77","0","0","2023-12-05 GMT+0200","17:04:00","0","Dividend","FIFO",,,
"480","V","Visa Inc.",,"NYQ","Investment","USD","1.77","0","0","2024-03-01 GMT+0200","17:34:00","0","Dividend","FIFO",,,
"481","V","Visa Inc.",,"NYQ","Investment","USD","1.77","0","0","2024-06-03 GMT+0200","18:13:00","0","Dividend","FIFO",,,
"482","V","Visa Inc.",,"NYQ","Investment","USD","1.77","0","0","2024-09-03 GMT+0200","17:51:00","0","Dividend","FIFO",,,
"483","V","Visa Inc.",,"NYQ","Investment","USD","2.01","0","0","2024-12-02 GMT+0200","23:07:00","0","Dividend","FIFO",,,
"484","V","Visa Inc.",,"NYQ","Investment","USD","2.01","0","0","2025-03-03 GMT+0200","19:28:00","0","Dividend","FIFO",,,
"485","V","Visa Inc.",,"NYQ","Investment","USD","2.01","0","0","2025-06-02 GMT+0200","17:26:00","0","Dividend","FIFO",,,
"486","V","Visa Inc.",,"NYQ","Investment","USD","2.01","0","0","2025-10-02 GMT+0200","21:54:00",,"Dividend","FIFO",,,
"487","V","Visa Inc.",,"NYQ","Investment","USD","2.28","0","0","2025-12-01 GMT+0200","22:51:00",,"Dividend","FIFO",,,
"488","V","Visa Inc.",,"NYQ","Investment","USD","2.28","0","0","2026-03-02 GMT+0200","22:49:00",,"Dividend","FIFO",,,

"489","EXPE","Expedia Group, Inc.",,"NMS","Investment","USD",,,,,,,,,,,
"490","EXPE","Expedia Group, Inc.",,"NMS","Investment","USD","7","144.84","9.95","2021-09-07 GMT+0200","16:34:00","1.253","Buy",,,,
"491","EXPE","Expedia Group, Inc.",,"NMS","Investment","USD","0","115.7801","9.95","2024-08-05 GMT+0200","22:44:00","1.38831","Sell All","FIFO",,,

"492","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD",,,,,,,,,,,
"493","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","52","23.22","9.95","2022-02-24 GMT+0200","17:29:00","1.27327","Buy",,,,
"494","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2022-03-15 GMT+0200","16:58:00",,"Dividend","FIFO",,,
"495","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","10.4","0","0","2022-06-15 GMT+0200","15:50:00","0","Dividend","FIFO",,,
"496","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","10.4","0","0","2022-09-15 GMT+0200","07:00:00","0","Dividend","FIFO",,,
"497","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","7.8","0","0","2022-12-15 GMT+0200","18:09:00","0","Dividend","FIFO",,,
"498","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2023-03-15 GMT+0200","16:32:00","0","Dividend","FIFO",,,
"499","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2023-06-15 GMT+0200","17:01:00","0","Dividend","FIFO",,,
"500","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2023-09-15 GMT+0200","21:51:00","0","Dividend","FIFO",,,
"501","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2023-12-15 GMT+0200","19:56:00","0","Dividend","FIFO",,,
"502","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2024-03-15 GMT+0200","16:33:00","0","Dividend","FIFO",,,
"503","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","5.2","0","0","2024-06-17 GMT+0200","18:13:00","0","Dividend","FIFO",,,
"504","GOLD","Gold.com, Inc.",,"NYQ","Investment","USD","52","17.57","9.95","2024-08-05 GMT+0200","22:42:00","1.38831","Sell All","FIFO",,,

"505","MSTR","Strategy Inc",,"NMS","Investment","USD",,,,,,,,,,,
"506","MSTR","Strategy Inc",,"NMS","Investment","USD","4","322.4","9.95","2025-02-13 GMT+0200","21:41:00","1.43007","Buy",,,,

"507","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD",,,,,,,,,,,
"508","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","10","232.18","9.95","2025-02-13 GMT+0200","21:42:00","1.43007","Buy",,,,
"509","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","2.13","0","0","2025-03-29 GMT+0200","18:27:00","0","Dividend","FIFO",,,
"510","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","2.72","0","0","2025-06-13 GMT+0200","17:25:00","0","Dividend","FIFO",,,
"511","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","4","1","0","2025-06-18 GMT+0200","17:09:00","0","Split",,,,
"512","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","2.24","0","0","2025-09-12 GMT+0200","21:53:00",,"Dividend","FIFO",,,
"513","IBKR","Interactive Brokers Group, Inc.",,"NMS","Investment","USD","2.72","0","0","2026-12-12 GMT+0200","22:50:00",,"Dividend","FIFO",,,

"514","GBTC","Grayscale Bitcoin Trust (BTC)",,"PCX","Investment","USD",,,,,,,,,,,
"515","GBTC","Grayscale Bitcoin Trust (BTC)",,"PCX","Investment","USD","25","75.74","9.95","2025-02-13 GMT+0200","21:44:00","1.43007","Buy",,,,

"516","BYDDF","Byd Co., Ltd.",,"PNK","Investment","USD",,,,,,,,,,,
"517","BYDDF","Byd Co., Ltd.",,"PNK","Investment","USD","1","44.05","9.95","2025-02-13 GMT+0200","21:48:00","1.43","Buy",,,,
"518","BYDDF","Byd Co., Ltd.",,"PNK","Investment","USD","3","1","0","2025-06-13 GMT+0200","15:33:00","0","Split",,,,

"519","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD",,,,,,,,,,,
"520","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD","57","120.21","9.95","2025-04-30 GMT+0200","16:01:00","0","Buy",,,,
"521","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD","18","160.02","9.95","2025-06-13 GMT+0200","18:08:00","0","Buy",,,,
"522","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD","36.54","0","0","2025-07-02 GMT+0200","21:55:00",,"Dividend","FIFO",,,
"523","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD","11.7","0","0","2025-10-30 GMT+0200","22:52:00",,"Dividend","FIFO",,,
"524","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","Investment","USD","11.7","0","0","2025-12-31 GMT+0200","22:50:00",,"Dividend","FIFO",,,

"525","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","Investment","USD",,,,,,,,,,,
"526","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","Investment","USD","244","23.42","9.95","2025-08-01 GMT+0200","21:23:00","0","Buy",,,,
"527","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","Investment","USD","421","17.82","9.95","2026-03-23 GMT+0200","19:51:00",,"Buy",,,,

"528","TSM","Taiwan Semiconductor Manufactur",,"NYQ","Investment","USD",,,,,,,,,,,
"529","TSM","Taiwan Semiconductor Manufactur",,"NYQ","Investment","USD","9","298.74","9.95","2025-10-16 GMT+0200","21:13:00","0","Buy",,,,
"530","TSM","Taiwan Semiconductor Manufactur",,"NYQ","Investment","USD","5.66","0","0","2026-01-08 GMT+0200","22:50:00",,"Dividend","FIFO",,,

"531","RY.TO","Royal Bank Of Canada",,"TOR","Investment","CAD",,,,,,,,,,,
"532","RY.TO","Royal Bank Of Canada",,"TOR","Investment","CAD","19","204.5","9.95","2025-10-16 GMT+0200","21:14:00","0","Buy",,,,
"533","RY.TO","Royal Bank Of Canada",,"TOR","Investment","CAD","24.88","0","0","2025-11-24 GMT+0200","22:51:00",,"Dividend","FIFO",,,
"534","RY.TO","Royal Bank Of Canada",,"TOR","Investment","CAD","26.49","0","0","2026-02-24 GMT+0200","22:49:00",,"Dividend","FIFO",,,

"535","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","Investment","CAD",,,,,,,,,,,
"536","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","Investment","CAD","221","22.38","9.95","2026-03-05 GMT+0200","16:31:00",,"Buy",,,,

"537","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","Investment","CAD",,,,,,,,,,,
"538","CM.TO","Canadian Imperial Bank Of Comme",,"TOR","Investment","CAD","50","133.29","9.95","2026-04-01 GMT+0200","20:41:00",,"Buy",,,,

"539","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","FHSA","USD",,,,,,,,,,,
"540","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","FHSA","USD","457","19.27","9.95","2025-05-16 GMT+0200","16:16:00","0","Buy",,,,
